ItemCode,ItemName,English,French,English_(UK)
41SLCTAD,mychef concept 4 GN 1/1 serie S longitudinal con TSC autolimpieza y apertura DCH,"mychef concept 4 GN 1/1 S Series lengthwise with TSC and self-cleaning, opens right",mychef concept 4 GN 1/1 série S longitudinel avec TSC autonettoyage et ferrage D,
41SLCTAI,mychef concept 4 GN 1/1 serie S longitudinal con TSC autolimpieza y apertura IZQ,,mychef concept 4 GN 1/1 série S longitudinel avec TSC autonettoyage et ferrage G,
41SLETAD,mychef evolution 4 GN 1/1 serie S longitudinal con TSC autolimpieza y apertura DCH,"mychef evolution 4 GN 1/1 S Series lengthwise with TSC, self-cleaning opens right",mychef evolution 4 GN 1/1 série S longitudinel avec TSC autonettoyage et ferrage D,
41SLETAI,mychef evolution 4 GN 1/1 serie S longitudinal con TSC autolimpieza y apertura IZQ,,mychef evolution 4 GN 1/1 série S longitudinel avec TSC autonettoyage et ferrage G,
41STC00D,"mychef concept 4 GN 1/1 serie S transversal SIN TSC, SIN autolimpieza y apertura DCH","Mychef Concept 4 GN 1/1 S Series Transversal w/o TSC, w/o self-cleaning, opens right","Mychef Concept 4 GN 1/1 série S transversel SANS TSC, SANS autonettoyage et ferrage D",
41STC00I,"mychef concept 4 GN 1/1 serie S transversal SIN TSC, SIN autolimpieza y apertura IZQ",,"mychef concept 4 GN 1/1 série S transversel SANS TSC, SANS autonettoyage et ferrage G",
41STC0AD,"mychef concept 4 GN 1/1 serie S transversal SIN TSC, con autolimpieza y apertura DCH",,"mychef concept 4 GN 1/1 série S transversel SANS TSC, avec autonettoyage et ferrage D",
41STC0AI,"mychef concept 4 GN 1/1 serie S transversal SIN TSC, con autolimpieza y apertura IZQ",,"mychef concept 4 GN 1/1 série S transversel SANS TSC, avec autonettoyage et ferrage G",
41STCT0D,"mychef concept 4 GN 1/1 serie S transversal con TSC, SIN autolimpieza y apertura DCH",,"mychef concept 4 GN 1/1 série S transversel avec TSC, SANS autonettoyage et ferrage D",
41STCT0I,"mychef concept 4 GN 1/1 serie S transversal con TSC, SIN autolimpieza y apertura IZQ",,"mychef concept 4 GN 1/1 série S transversel avec TSC, SANS autonettoyage et ferrage G",
41STCTAD,"mychef concept 4 GN 1/1 serie S transversal con TSC, autolimpieza y apertura DCH",,"mychef concept 4 GN 1/1 série S transversel avec TSC, autonettoyage et ferrage D",
41STCTAI,"mychef concept 4 GN 1/1 serie S transversal con TSC, autolimpieza y apertura IZQ",,"mychef concept 4 GN 1/1 série S transversel avec TSC, autonettoyage et ferrage G",
41STETAD,mychef evolution 4 GN 1/1 serie S transversal con TSC autolimpieza y apertura DCH,"MyChef Evolution 4 GN 1/1 S Series Transversal with TSC, self-cleaning opens right",MyChef Evolution 4 GN 1/1 série S transversel avec TSC autonettoyage et ferrage D,
41STETAI,mychef evolution 4 GN 1/1 serie S transversal con TSC autolimpieza y apertura IZQ,,mychef evolution 4 GN 1/1 série S transversel avec TSC autonettoyage et ferrage G,
60PFG002,Placa buffet fria 2 GN con grupo 60Hz,,,
60PFG003,Placa buffet fria 3 GN con grupo 60Hz,,,
60PFG004,Placa buffet fria 4 GN con grupo 230V-60Hz,,,
60S10101,Vitrina 4 GN 1/1 3 niveles 60Hz Sin base,Showcase 4 GN 1/1 3 levels 60Hz Without base,Vitrine 4 GN 1/1 3 niveaux 60Hz Sans socle,
60S10102,Vitrina 4 GN 1/1 60Hz 3 niveles con base aislada,Showcase 4 GN 1/1 60Hz 3 levels with insulated base,Vitrine 4 GN 1/1 60Hz 3 niveaux avec socle isolé,
60S11101,Self cuba fría 1600x700x850 con reserva 60Hz,Self cold tank 1600x700x850 with reserve 60Hz,Cuve auto froide 1600x700x850 avec réserve 60Hz,
60S11202,Self placa fría 1600x700x850 sin reserva 60Hz,,,
60S11701,Self cuba fría 1200x700x850 sin reserva 220/60Hz,Self cold tank 1200x700x850 without reserve 220 / 60Hz,Cuve auto froide 1200x700x850 sans réserve 220 / 60Hz,
60S11702,Self cuba fría 1600x700x850 60Hz Sin reserva,Self cold tank 1600x700x850 60Hz Without reserve,Réservoir froid auto 1600x700x850 60Hz Sans réserve,
61LTC00D,"mychef concept 6 GN 1/1 serie L transversal SIN TSC,  SIN autolimpieza y apertura DCH",,"mychef concept 6 GN 1/1 série L transversel SANS TSC, SANS autonettoyage et ferrage D",
61LTC00I,"mychef concept 6 GN 1/1 serie L transversal SIN TSC,  SIN autolimpieza y apertura IZQ",,"mychef concept 6 GN 1/1 série L transversel SANS TSC,  SANS autonettoyage et ferrage G",
61LTC0AD,"mychef concept 6 GN 1/1 serie L transversal SIN TSC,  autolimpieza y apertura DCH","mychef concept 6 GN 1/1 S Series transversal w/o TSC, with self-cleaning, opens right","mychef concept 6 GN 1/1 série L transversel SANS TSC,  autonettoyage et ferrage D",
61LTC0AI,"mychef concept 6 GN 1/1 serie L transversal SIN TSC,  autolimpieza y apertura IZQ",,"mychef concept 6 GN 1/1 série L transversel SANS TSC,  autonettoyage et ferrage G",
61LTCT0D,"mychef concept 6 GN 1/1 serie L transversal con TSC, SIN autolimpieza y apertura DCH",,"mychef concept 6 GN 1/1 série L transversel avec TSC, SANS autonettoyage et ferrage D",
61LTCT0I,"mychef concept 6 GN 1/1 serie L transversal con TSC, SIN autolimpieza y apertura IZQ",,"mychef concept 6 GN 1/1 série L transversel avec TSC, SANS autonettoyage et ferrage G",
61LTCTAD,"mychef concept 6 GN 1/1 serie L transversal con TSC, autolimpieza y apertura DCH","Concept L6 GN 1/1 T with: TSC, MyCare and RIGHT opening","Concept L6 GN 1/1 T avec: TSC, MyCare et ferrage D",
61LTCTAI,"mychef concept 6 GN 1/1 serie L transversal con TSC, autolimpieza y apertura IZQ",,"mychef concept 6 GN 1/1 série L transversel avec TSC, autonettoyage et ferrage G",
61LTETAD,mychef evolution 6 GN 1/1 serie L transversal con TSC autolimpieza y apertura DCH,"mychef evolution 6 GN 1/1 L Series transversal with TSC, self-cleaning opens right",mychef evolution 6 GN 1/1 série L transversel avec TSC autonettoyage et ferrage D,
61LTETAI,mychef evolution 6 GN 1/1 serie L transversal con TSC autolimpieza y apertura IZQ,,mychef evolution 6 GN 1/1 série L transversel avec TSC autonettoyage et ferrage G,
61SLC00D,"mychef concept 6 GN 1/1 serie S longitudinal SIN TSC, SIN autolimpieza y apertura DCH","MyChef Concept 6 GN 1/1 serie S longitudinal: without TSC, without MyCare and RIGHT opening","mychef concept 6 GN 1/1 série S longitudinel SANS TSC, SANS autonettoyage et ferrage D",
61SLC00I,"mychef concept 6 GN 1/1 serie S longitudinal SIN TSC, SIN autolimpieza y apertura IZQ",,"mychef concept 6 GN 1/1 série S longitudinel SANS TSC, SANS autonettoyage et ferrage G",
61SLC0AD,"mychef concept 6 GN 1/1 serie S longitudinal SIN TSC, con autolimpieza y apertura DCH","MyChef Concept 6 GN 1/1 Serie S Long.: without TSC, with MyCare and RIGHT-opening","mychef concept 6 GN 1/1 série S longitudinel SANS TSC, avec autonettoyage et ferrage D",
61SLC0AI,"mychef concept 6 GN 1/1 serie S longitudinal SIN TSC, con autolimpieza y apertura IZQ","Concept S 6GN 1/1 without TSC, with MyCare and LEFT-opening","Concept S 6GN 1/1 sans TSC, avec autonettoyage et ferrage G",
61SLCT0D,"mychef concept 6 GN 1/1 serie S longitudinal con TSC, SIN autolimpieza y apertura DCH",,"mychef concept 6 GN 1/1 série S longitudinel avec TSC, SANS autonettoyage et ferrage D",
61SLCT0I,"mychef concept 6 GN 1/1 serie S longitudinal con TSC, SIN autolimpieza y apertura IZQ",,"mychef concept 6 GN 1/1 série S longitudinal avec TSC, SANS autonettoyage et ferrage G",
61SLCTAD,mychef concept 6 GN 1/1 serie S longitudinal con TSC autolimpieza y apertura DCH,"MyChef Concept 6 GN 1/1 serie S Longitudinal: with TSC, MyCare and RIGHT opening",mychef concept 6 GN 1/1 série S longitudinel avec TSC autonettoyage et ferrage D,
61SLCTAI,mychef concept 6 GN 1/1 serie S longitudinal con TSC autolimpieza y apertura IZQ,,mychef concept 6 GN 1/1 série S longitudinel avec TSC autonettoyage et ferrage G,
61SLETAD,mychef evolution 6 GN 1/1 serie S longitudinal con TSC autolimpieza y apertura DCH,"Evolution S 6GN 1/1 with TSC, with MyCare and RIGHT opening",Evolution S 6GN 1/1 avec TSC autonettoyage et ferrage D,
61SLETAI,mychef evolution 6 GN 1/1 serie S longitudinal con TSC autolimpieza y apertura IZQ,"Evolution S 6GN 1/1 with TSC, with MyCare and Left opening","Evolution S 6GN 1/1 avec TSC, avec autonettoyage et ferrage G",
61STC00D,"mychef concept 6 GN 1/1 serie S transversal SIN TSC, SIN autolimpieza y apertura DCH","MyChef Concept 6 GN 1/1 Serie S Transversal: without TSC, without MyCare and RIGHT opening","MyChef concept 6 GN 1/1 Série S transversal: sans TSC, sans MyCare et avec overture à DROITE",
61STC00I,"mychef concept 6 GN 1/1 serie S transversal SIN TSC, SIN autolimpieza y apertura IZQ",,"mychef concept 6 GN 1/1 série S transversel SANS TSC, SANS autonettoyage et ferraga G",
61STC0AD,"mychef concept 6 GN 1/1 serie S transversal SIN TSC, con autolimpieza y apertura DCH","Mychef Concept 6 GN 1/1 S Series Transversal: without TSC, with self-cleaning, opens right","Mychef Concept 6 GN 1/1 série S transversel SANS TSC, avec autonettoyage et ferrage D",
61STC0AI,"mychef concept 6 GN 1/1 serie S transversal SIN TSC, con autolimpieza y apertura IZQ",,"mychef concept 6 GN 1/1 série S transversel SANS TSC, avec autonettoyage et ferrage G",
61STCT0D,"mychef concept 6 GN 1/1 serie S transversal con TSC, SIN autolimpieza y apertura DCH",,"mychef concept 6 GN 1/1 série S transversel avec TSC, SANS autonettoyage et ferrage D",
61STCT0I,"mychef concept 6 GN 1/1 serie S transversal con TSC, SIN autolimpieza y apertura IZQ",,"mychef concept 6 GN 1/1 série S transversel avec TSC, SANS autonettoyage et ferrage G",
61STCTAD,"mychef concept 6 GN 1/1 serie S transversal con TSC, autolimpieza y apertura DCH","Concept S 6GN 1/1  T with TSC, MyCare and RIGHT opening","Concept S 6GN 1/1 T avec TSC, avec MyCare et ferrage D",
61STCTAI,"mychef concept 6 GN 1/1 serie S transversal con TSC, autolimpieza y apertura IZQ",,"mychef concept 6 GN 1/1 série S transversel avec TSC, autonettoyage et ferrage G",
61STETAD,mychef evolution 6 GN 1/1 serie S transversal con TSC autolimpieza y apertura DCH,"Evolution S 6GN 1/1  T with TSC, with MyCare and RIGHT opening",mychef evolution 6 GN 1/1 série S transversel avec TSC autonettoyage et ferrage D,
61STETAI,mychef evolution 6 GN 1/1 serie S transversal con TSC autolimpieza y apertura IZQ,"Evolution 6 GN 1/1 S Series transversal with TSC, self-cleaning opens left",mychef evolution 6 GN 1/1 série S transversel avec TSC autonettoyage et ferrage G,
62LTC00D,"mychef concept 6 GN 2/1 serie L transversal SIN TSC, SIN autolimpieza y apertura DCH",,"mychef concept 6 GN 2/1 série L transversel SANS TSC, SANS autonettoyage et ferrage D",
62LTC00I,"mychef concept 6 GN 2/1 serie L transversal SIN TSC, SIN autolimpieza y apertura IZQ",,"mychef concept 6 GN 2/1 série L transversel SANS TSC, SANS autonettoyage et ferrage G",
62LTC0AD,"mychef concept 6 GN 2/1 serie L transversal SIN TSC, autolimpieza y apertura DCH",,"mychef concept 6 GN 2/1 série L transversel SANS TSC, autonettoyage et ferrage D",
62LTC0AI,"mychef concept 6 GN 2/1 serie L transversal SIN TSC, autolimpieza y apertura IZQ",,"mychef concept 6 GN 2/1 série L transversel SANS TSC, autonettoyage et ferrage G",
62LTCT0D,"mychef concept 6 GN 2/1 serie L transversal con TSC, SIN autolimpieza y apertura DCH",,"mychef concept 6 GN 2/1 série L transversel avec TSC, SANS autonettoyage et ferrage D",
62LTCT0I,"mychef concept 6 GN 2/1 serie L transversal con TSC, SIN autolimpieza y apertura IZQ",,"mychef concept 6 GN 2/1 série L transversel avec TSC, SANS autonettoyage et ferrage G",
62LTCTAD,mychef concept 6 GN 2/1 serie L transversal con TSC autolimpieza y apertura DCH,,mychef concept 6 GN 2/1 série L transversel avec TSC autonettoyage et ferrage D,
62LTCTAI,mychef concept 6 GN 2/1 serie L transversal con TSC autolimpieza y apertura IZQ,,mychef concept 6 GN 2/1 série L transversel avec TSC autonettoyage et ferrage G,
62LTETAD,mychef evolution 6 GN 2/1 serie L transversal con TSC autolimpieza y apertura DCH,,mychef evolution 6 GN 2/1 série L transversel avec TSC autonettoyage et ferrage D,
62LTETAI,mychef evolution 6 GN 2/1 serie L transversal con TSC autolimpieza y apertura IZQ,,mychef evolution 6 GN 2/1 série L transversel avec TSC autonettoyage et ferrage G,
63SLC00D,"mychef concept 6 GN 2/3 serie S longitudinal SIN TSC, SIN  autolimpieza y apertura DCH","MyChef Concept 6 GN 2/3 Serie S Longitudinal; without TSC, without MyCare and RIGHT opening","mychef concept 6 GN 2/3 série S longitudinal SANS TSC, SANS  autonettoyage et ferrage à DROITE",
63SLC00I,"mychef concept 6 GN 2/3 serie S longitudinal SIN TSC, SIN  autolimpieza y apertura IZQ",,"mychef concept 6 GN 2/3 série S longitudinel SANS TSC, SANS  autonettoyage et ferrage G",
63SLC0AD,"mychef concept 6 GN 2/3 serie S longitudinal SIN TSC,  autolimpieza y apertura DCH","MyChef Concept 6 GN 2/3 Serie S Longitudinal: without TSC, with Self-cleaning system and RIGHT opening","mychef concept 6 GN 2/3 série S longitudinel SANS TSC,  autonettoyage et ferrage D",
63SLC0AI,"mychef concept 6 GN 2/3 serie S longitudinal SIN TSC,  autolimpieza y apertura IZQ","Mychef Concept S 6 GN 2/3 Longitudinal without TSC, with MyCare and LEFT opening","mychef concept 6 GN 2/3 série S longitudinel SANS TSC,  autonettoyage et ferrage G",
63SLCT0D,mychef concept 6 GN 2/3 serie S longitudinal con TSC SIN autolimpieza y apertura DCH,"Mychef Compact Concept 6GN 2/3 with TSC, with UV and RIGHT opening",mychef concept 6 GN 2/3 série S longitudinel avec TSC SANS autonettoyage et ferrage D,
63SLCT0I,mychef concept 6 GN 2/3 serie S longitudinal con TSC SIN autolimpieza y apertura IZQ,,mychef concept 6 GN 2/3 série S longitudinel avec TSC SANS autonettoyage et ferrage G,
63SLCTAD,mychef concept 6 GN 2/3 serie S longitudinal con TSC autolimpieza y apertura DCH,"mychef concept 6 GN 2/3 S Series lengthwise with TSC and self-cleaning, opens right",mychef concept 6 GN 2/3 série S longitudinel avec TSC autonettoyage et ferraga D,
63SLCTAI,mychef concept 6 GN 2/3 serie S longitudinal con TSC autolimpieza y apertura IZQ,"Concept S 6 GN 2/3 with TSC, with MyCare and LEFT opening",mychef concept 6 GN 2/3 série S longitudinel avec TSC autonettoyage et ferraga G,
63SLETAD,mychef evolution 6 GN 2/3 serie S longitudinal con TSC autolimpieza y apertura DCH,"Evolution S 6GN 2/3 with TSC, with MyCare and RIGHT opening",mychef evolution 6 GN 2/3 série S longitudinel avec TSC autonettoyage et ferrage D,
63SLETAI,mychef evolution 6 GN 2/3 serie S longitudinal con TSC autolimpieza y apertura IZQ,,mychef evolution 6 GN 2/3 série S longitudinel avec TSC autonettoyage et ferrage G,
81000,Carro caliente:humedad y ruedas 700x805x1150 Potencia 3000 W,,,
81010,Carro caliente : humed y ruedas 700x870x1740 Potencia 3000 W,,,
81020,Carro caliente: humed y ruedas 1470x810x1740 Potencia 4000 W,,,
91MLC0AD,"mychef concept 9 GN 1/1 serie S GUIAS CHAPA longitudinal SIN TSC, autolimpieza y apertura DCH","MyChef Concept 9 GN 1/1 serie S U Rails Longitudinal: without TSC, with MyCare and RIGHT",,
91SLC00D,"mychef concept 9 GN 1/1 serie S longitudinal SIN TSC, SIN autolimpieza y apertura DCH",,"Concept S 9GN 1/1 sans TSC, sans UV et ouverture à DROITE",
91SLC00I,"mychef concept 9 GN 1/1 serie S longitudinal SIN TSC, SIN autolimpieza y apertura IZQ",,"mychef concept 9 GN 1/1 série S longitudinel SANS TSC, SANS autonettoyage et ferrage G",
91SLC0AD,"mychef concept 9 GN 1/1 serie S longitudinal SIN TSC, autolimpieza y apertura DCH","Concept S 9 GN 1/1 Longitudinal without TSC, without UV and RIGHT opening","Concept S 9GN 1/1 sans TSC, avec MyCare et ferrage D",
91SLC0AI,"mychef concept 9 GN 1/1 serie S longitudinal SIN TSC, autolimpieza y apertura IZQ",,"mychef concept 9 GN 1/1 série S longitudinel SANS TSC, autonettoyage et ferrage G",
91SLCT0D,"mychef concept 9 GN 1/1 serie S longitudinal con TSC, SIN autolimpieza y apertura DCH",,"mychef concept 9 GN 1/1 série S longitudinel avec TSC, SANS autonettoyage et ferrage D",
91SLCT0I,"mychef concept 9 GN 1/1 serie S longitudinal con TSC, SIN autolimpieza y apertura IZQ",,"mychef concept 9 GN 1/1 série S longitudinel avec TSC, SANS autonettoyge et ferrage G",
91SLCTAD,mychef concept 9 GN 1/1 serie S longitudinal con TSC autolimpieza y apertura DCH,"Mychef Concept 9 GN 1/1 S Series lengthwise with TSC and self-cleaning, opens right",Mychef Concept 9 GN 1/1 série S longitudinel avec TSC autonettoyage et ferrage D,
91SLCTAI,mychef concept 9 GN 1/1 serie S longitudinal con TSC autolimpieza y apertura IZQ,,mychef concept 9 GN 1/1 série S longitudinel avec TSC autonettoyage et ferrage G,
91SLETAD,mychef evolution 9 GN 1/1 serie S longitudinal con TSC autolimpieza y apertura DCH,"Evolution S 9GN 1/1 Longitudinal with TSC, with UV and RIGHT opening",mychef evolution 9 GN 1/1 série S longitudinel avec TSC autonettoyage et ferrage D,
91SLETAI,mychef evolution 9 GN 1/1 serie S longitudinal con TSC autolimpieza y apertura IZQ,,mychef evolution 9 GN 1/1 série S longitudinel avec TSC autonettoyage et ferrage G,
ABRA0001,Disco Láminas Ø115 Grano 40,Flap Disc Ø115 Grit 40,Disque à lamelles Ø115 Grain 40,
ABRA0002,Disco velcro Ø115,Velcro disc Ø115,Disque velcro Ø115,
ABRA0003,Cepillo vellón 80x50 Eje 6 mm A/F,80x50 fleece brush 6 mm shaft A / F,Brosse polaire 80x50 manche 6 mm A/F,
ABRA0004,Cepillo vellón 40x20 Eje 6 mm A/F,Fleece brush 40x20 6 mm shaft A / F,Brosse polaire 40x20 manche 6 mm A/F,
ABRA0005,Rollo fibra scotch 10x250 mm,Scotch fiber roll 10x250 mm,Rouleau de fibre de scotch 10x250 mm,
ABRA0006,Cinta doble cara 33x19 mm (4910F),Double sided tape 33x19 mm (4910F),Ruban adhésif double face 33x19 mm (4910F),
ABRA0007,Cinta adhesiva doble cara 4950P 12mmx33m,12mm x 33m 4950P double-sided tape,Ruban adhésif double face 4950P 12 mm x 33 m,
ABRA0008,"Disco corte inox 115x1x22,2","Stainless steel cutting disc 115x1x22,2","Disque à tronçonner en acier inoxydable 115x1x22,2",
ABRA0009,Abanico 30x20 Eje 6 mm P60,30x20 fan 6 mm axis P60,Ventilateur 30x20 axe 6 mm P60,
ABRA0010,Soporte Goma Ø115 M14,Rubber Support Ø115 M14,Support Caoutchouc Ø115 M14,
ABRA0011,Cepillo 100x100,Brush 100x100,Brosse 100x100,
ABRA0012,Rollo aluminio 3M -425 50x55,Aluminum roll 3M -425 50x55,Rouleau aluminium 3M -425 50x55,
ABRA0013,Pasta pulir rosa,Pink polishing paste,Pâte à polir rose,
ABRA0014,Muela PF ZY1025 6AW 120 LHR,Grinding wheel PF ZY1025 6AW 120 LHR,Meule PF ZY1025 6AW 120 LHR,
ABRA0015,Disco cuerda sisal Cosido DMT. 200 AUJ.25,Sisal rope disc Sewn DMT. 200 AUJ.25,Disque en corde de sisal Cousu DMT. 200 AUJ.25,
ABRA0016,Abanico SFL 60x30.06 P-120,SFL fan 60x30.06 P-120,Ventilateur SFL 60x30.06 P-120,
ABRA0017,Abanico 60x30 P-60,Fan 60x30 P-60,Ventilateur 60x30 P-60,
ABRA0018,Disco Láminas Ø115 Grano 80,Flap Disc Ø115 Grit 80,Disque à lamelles Ø115 Grain 80,
ABRA0019,Abanico 30x15 Eje 6 mm P-120,30x15 fan 6 mm axis P-120,Ventilateur 30x15 axe 6 mm P-120,
ABRA0020,Banda R-822A 2000x100 P-80,Band R-822A 2000x100 P-80,Bande R-822A 2000x100 P-80,
ABRA0021,disco*cuerda*,Sisal Cloth CSD Disc. DMT. 300x15,Disque CSD en tissu de sisal. DMT. 300x15,
ABRA0022,Disco Fibra Sait DMT 180 P-80 3A,Fiber Disc Sait DMT 180 P-80 3A,Disque Fibre Sait DMT 180 P-80 3A,
ABRA0023,Cinta insonorizante de aluminio 33x50,33x50 aluminum sound absorbing tape,Ruban insonorisant en aluminium 33x50,
ABRA0025,Cinta krepp 24mmx50 m,Krepp tape 24mmx50 m,Ruban Krepp 24mmx50m,
ABRA0026,Disco Láminas Ø115 Grano 40 3M,Flap Disc Ø115 Grit 40 3M,Disque à lamelles Ø115 Grain 40 3M,
ABRA0027,Muela ZY 25x25x6 NK 24 QU BA 64,Grinding wheel ZY 25x25x6 NK 24 QU BA 64,Meule ZY 25x25x6 NK 24 QU BA 64,
